ticker,year,fieldid,fieldname,value,valuescore
AGRO3,2016,1,ESGScore,D,0.0985063092
AGRO3,2017,1,ESGScore,D,0.0855122517
AGRO3,2018,1,ESGScore,D+,0.1838502879
AGRO3,2019,1,ESGScore,D,0.1268108402
AGRO3,2020,1,ESGScore,D,0.1224961023
AGRO3,2021,1,ESGScore,D,0.1057988243
AGRO3,2022,1,ESGScore,D-,0.0816003617
AGRO3,2023,1,ESGScore,D-,0.0624703058
MELI,2016,1,ESGScore,D+,0.2480208681
MELI,2017,1,ESGScore,C,0.3514556971
MELI,2018,1,ESGScore,C+,0.4539133617
MELI,2019,1,ESGScore,B-,0.5346893114
MELI,2020,1,ESGScore,B-,0.5287401290
MELI,2021,1,ESGScore,C+,0.4997885283
MELI,2022,1,ESGScore,B-,0.5160749066
MELI,2023,1,ESGScore,C+,0.4963660728
ALS,2011,1,ESGScore,C-,0.2974719504
ALS,2012,1,ESGScore,D+,0.2260149496
CBA,2011,1,ESGScore,B+,0.7113638761
CBA,2012,1,ESGScore,B+,0.7217414830
CBA,2013,1,ESGScore,B+,0.7241772305
CBA,2014,1,ESGScore,B+,0.7078791884
CBA,2015,1,ESGScore,A-,0.7859495746
CBA,2016,1,ESGScore,A-,0.8162743812
CBA,2017,1,ESGScore,A-,0.8200968058
CBA,2018,1,ESGScore,A-,0.8235885365
CBA,2019,1,ESGScore,A,0.8601103419
CBA,2020,1,ESGScore,A,0.8738010491
CBA,2021,1,ESGScore,A,0.9077862220
CBA,2022,1,ESGScore,A,0.9019206143
CBA,2023,1,ESGScore,A,0.9164141996
BKW,2015,1,ESGScore,D+,0.2036389780
BKW,2016,1,ESGScore,D+,0.2497516544
BKW,2017,1,ESGScore,C-,0.2896217313
BKW,2018,1,ESGScore,C,0.3834243743
BKW,2019,1,ESGScore,C+,0.4819097023
BKW,2020,1,ESGScore,B-,0.5089344279
BKW,2021,1,ESGScore,B-,0.5451286167
BKW,2022,1,ESGScore,B-,0.5394721384
BKW,2023,1,ESGScore,B-,0.5426480507
CDU,2011,1,ESGScore,D,0.1117384338
CDU,2012,1,ESGScore,D,0.0925703886
CDU,2013,1,ESGScore,D,0.0983002974
CDU,2014,1,ESGScore,D+,0.1923770762
CDU,2015,1,ESGScore,D,0.1491932467
CDU,2016,1,ESGScore,D+,0.1934641205
CDU,2017,1,ESGScore,D+,0.2465003169
CMJ,2011,1,ESGScore,D,0.1217695841
CMJ,2012,1,ESGScore,D,0.1276534278
GUD,2011,1,ESGScore,C-,0.2562895892
GUD,2012,1,ESGScore,D+,0.2365424012
GUD,2013,1,ESGScore,D+,0.2345768442
GUD,2014,1,ESGScore,C-,0.2507159813
GUD,2015,1,ESGScore,C-,0.2728961794
GUD,2016,1,ESGScore,C-,0.2839090438
GUD,2017,1,ESGScore,C-,0.2552076976
GUD,2018,1,ESGScore,D+,0.2300192329
GUD,2019,1,ESGScore,D+,0.2314214217
GUD,2020,1,ESGScore,C-,0.2898379098
GUD,2021,1,ESGScore,C-,0.2697045115
GUD,2022,1,ESGScore,D+,0.2463891964
GUD,2023,1,ESGScore,C-,0.2633961503
HVN,2011,1,ESGScore,D,0.1568103688
HVN,2012,1,ESGScore,D+,0.2134380720
HVN,2013,1,ESGScore,C-,0.2637248931
HVN,2014,1,ESGScore,C-,0.3330850081
HVN,2015,1,ESGScore,C,0.3342823615
HVN,2016,1,ESGScore,C,0.3442248225
HVN,2017,1,ESGScore,C-,0.3110765984
HVN,2018,1,ESGScore,C,0.3634151444
HVN,2019,1,ESGScore,C,0.3519754620
HVN,2020,1,ESGScore,C-,0.3280108347
HVN,2021,1,ESGScore,C,0.3402999950
HVN,2022,1,ESGScore,C-,0.2731038344
HVN,2023,1,ESGScore,D+,0.2160858170
HIL,2011,1,ESGScore,B-,0.5553644925
HIL,2012,1,ESGScore,B-,0.5255065339
HIL,2013,1,ESGScore,C,0.3788421994
HIL,2014,1,ESGScore,C+,0.4571718472
HIL,2015,1,ESGScore,C+,0.4402929078
HIL,2016,1,ESGScore,C+,0.4501713542
HIL,2017,1,ESGScore,C+,0.4487526895
HIL,2018,1,ESGScore,C+,0.4791876557
HIL,2019,1,ESGScore,C+,0.4778766180
HIL,2020,1,ESGScore,C+,0.4434581783
HIL,2021,1,ESGScore,C,0.4091126957
HIL,2022,1,ESGScore,C+,0.4247382049
PMV,2011,1,ESGScore,D,0.1510558287
PMV,2012,1,ESGScore,D,0.1626332422
PMV,2013,1,ESGScore,D-,0.0273533473
PMV,2014,1,ESGScore,D+,0.2132357359
PMV,2015,1,ESGScore,C,0.3987101772
PMV,2016,1,ESGScore,C+,0.4553422187
PMV,2017,1,ESGScore,C+,0.4622364735
PMV,2018,1,ESGScore,C+,0.4191937127
PMV,2019,1,ESGScore,C+,0.4382618652
PMV,2020,1,ESGScore,C+,0.4196232605
PMV,2021,1,ESGScore,C,0.3814176908
PMV,2022,1,ESGScore,C-,0.3239094291
PMV,2023,1,ESGScore,C-,0.3170378421
PPT,2011,1,ESGScore,C+,0.4769846275
PPT,2012,1,ESGScore,B-,0.5147620903
PPT,2013,1,ESGScore,B-,0.5530092119
PPT,2014,1,ESGScore,B-,0.5719945935
PPT,2015,1,ESGScore,B-,0.5712486987
PPT,2016,1,ESGScore,B,0.6436808056
PPT,2017,1,ESGScore,B,0.6177677450
PPT,2018,1,ESGScore,B+,0.6763309774
PPT,2019,1,ESGScore,B,0.6655138715
PPT,2020,1,ESGScore,B,0.6509017671
PPT,2021,1,ESGScore,B+,0.7347202143
PPT,2022,1,ESGScore,A-,0.7726874922
PPT,2023,1,ESGScore,A-,0.7673536689
SOL,2017,1,ESGScore,D+,0.2146799709
SOL,2018,1,ESGScore,C-,0.2637974482
SOL,2019,1,ESGScore,C,0.3554524500
SOL,2020,1,ESGScore,C,0.3842067171
SOL,2021,1,ESGScore,C,0.4000352192
SOL,2022,1,ESGScore,C+,0.4620521510
SOL,2023,1,ESGScore,C,0.4012837229
SUN,2011,1,ESGScore,B,0.5903034223
SUN,2012,1,ESGScore,C+,0.4486020164
SUN,2013,1,ESGScore,B-,0.5475909821
SUN,2014,1,ESGScore,B,0.6070565495
SUN,2015,1,ESGScore,B-,0.5602240385
SUN,2016,1,ESGScore,B-,0.5758257459
SUN,2017,1,ESGScore,B,0.6374702692
SUN,2018,1,ESGScore,B+,0.6878174427
SUN,2019,1,ESGScore,B+,0.7120309880
SUN,2020,1,ESGScore,B+,0.7161628887
SUN,2021,1,ESGScore,A,0.8342417562
SUN,2022,1,ESGScore,A-,0.7805175849
SUN,2023,1,ESGScore,A-,0.8188892604
SPT,2011,1,ESGScore,B,0.6168587883
TRS,2011,1,ESGScore,D+,0.2277342893
TRS,2012,1,ESGScore,C-,0.2507391885
TRS,2013,1,ESGScore,C-,0.2925932750
TRS,2014,1,ESGScore,C-,0.3009469084
TRS,2015,1,ESGScore,C+,0.4569635068
TRS,2016,1,ESGScore,C+,0.4409490256
TRS,2017,1,ESGScore,C,0.3811577724
TRS,2018,1,ESGScore,C+,0.4835292639
TRS,2019,1,ESGScore,C+,0.4669840195
TRS,2020,1,ESGScore,C+,0.4603122315
TRS,2021,1,ESGScore,C-,0.3282299187
TRS,2022,1,ESGScore,C,0.3778442067
TRS,2023,1,ESGScore,C,0.3599267935
GMD,2023,1,ESGScore,D-,0.0640918494
BNO,2013,1,ESGScore,D+,0.2358912139
BNO,2014,1,ESGScore,D+,0.1951289599
BNO,2015,1,ESGScore,D+,0.1790912945
BNO,2016,1,ESGScore,D+,0.1809330253
BNO,2017,1,ESGScore,D+,0.2179102229
BNO,2018,1,ESGScore,C-,0.2690106171
BNO,2019,1,ESGScore,D+,0.2029730608
BNO,2020,1,ESGScore,D+,0.2077611678
BNO,2021,1,ESGScore,C-,0.2599736755
BNO,2022,1,ESGScore,D+,0.2396527072
BNO,2023,1,ESGScore,D+,0.2295048315
BOE,2021,1,ESGScore,D-,0.0516125271
BOE,2022,1,ESGScore,D,0.1113799218
BOE,2023,1,ESGScore,D-,0.0757221025
CLH,2013,1,ESGScore,C,0.3863909593
CLH,2014,1,ESGScore,C,0.3860168109
CLH,2015,1,ESGScore,C,0.3700770965
CLH,2016,1,ESGScore,C+,0.4245957655
CLH,2017,1,ESGScore,C-,0.3260980001
CLH,2018,1,ESGScore,C-,0.2636848947
CLH,2019,1,ESGScore,C,0.3520485308
CLH,2020,1,ESGScore,C-,0.3209270586
CLH,2021,1,ESGScore,B-,0.5234956590
ARU,2011,1,ESGScore,D,0.1369734837
ARU,2012,1,ESGScore,D,0.1436228556
ARU,2013,1,ESGScore,D,0.1555923317
ARU,2014,1,ESGScore,D,0.1568808215
ARU,2015,1,ESGScore,D+,0.1938185038
ARU,2016,1,ESGScore,D+,0.1754160660
ARU,2017,1,ESGScore,D,0.1512050082
ARU,2018,1,ESGScore,D+,0.1891253111
ARU,2019,1,ESGScore,D+,0.1850873653
ARU,2020,1,ESGScore,D+,0.1764688014
ARU,2021,1,ESGScore,D+,0.2332101675
ARU,2022,1,ESGScore,C-,0.2888976903
ARU,2023,1,ESGScore,C,0.3339730815
ASZ,2011,1,ESGScore,D,0.1484350678
ASZ,2012,1,ESGScore,D+,0.1778733443
ASZ,2013,1,ESGScore,D+,0.2005574805
ASZ,2014,1,ESGScore,D+,0.2364008181
ASZ,2015,1,ESGScore,C,0.3866854732
ASZ,2016,1,ESGScore,C+,0.4330683616
ABY,2011,1,ESGScore,D,0.1382658644
ABY,2012,1,ESGScore,D,0.1529290253
ABY,2013,1,ESGScore,D,0.1279408586
ABY,2014,1,ESGScore,D,0.1347720432
ABY,2015,1,ESGScore,D,0.1623018289
ABY,2016,1,ESGScore,D+,0.1900799299
CER,2011,1,ESGScore,D+,0.1744430888
CER,2012,1,ESGScore,C,0.3816777679
CER,2013,1,ESGScore,C,0.3671184034
CER,2014,1,ESGScore,C-,0.3308957604
AAX,2011,1,ESGScore,C,0.4049558272
AAX,2012,1,ESGScore,C+,0.4201823776
AAX,2013,1,ESGScore,C,0.3858512559
AAX,2014,1,ESGScore,C+,0.4757147675
AAX,2015,1,ESGScore,C+,0.4404779503
GFF,2011,1,ESGScore,B-,0.5160462827
GFF,2012,1,ESGScore,C+,0.4932396215
GFF,2013,1,ESGScore,B-,0.5175596951
GFF,2014,1,ESGScore,C+,0.4835959594
PET,2018,1,ESGScore,C-,0.2574538620
PET,2019,1,ESGScore,C-,0.2749971852
PET,2020,1,ESGScore,C-,0.2878476261
PET,2021,1,ESGScore,C-,0.3136975041
PET,2022,1,ESGScore,C-,0.3104156839
QIN,2013,1,ESGScore,D+,0.2073570966
QIN,2014,1,ESGScore,C-,0.2736526217
QIN,2015,1,ESGScore,C-,0.3106932698
QIN,2016,1,ESGScore,C,0.4000631490
QIN,2017,1,ESGScore,C,0.4052293332
CIF,2011,1,ESGScore,D-,0.0749265229
CIF,2012,1,ESGScore,D,0.1161792537
GBT,2014,1,ESGScore,D+,0.1970600649
GBT,2015,1,ESGScore,D+,0.1864866075
GBT,2016,1,ESGScore,D+,0.2008833772
GBT,2017,1,ESGScore,C-,0.2501940108
GBT,2018,1,ESGScore,C-,0.2738018322
AMI,2018,1,ESGScore,D-,0.0230423420
AMI,2019,1,ESGScore,D,0.0980966757
AMI,2020,1,ESGScore,D,0.1451831854
AMI,2021,1,ESGScore,D+,0.2474416346
AMI,2022,1,ESGScore,D+,0.2323489925
AMI,2023,1,ESGScore,D+,0.2331767488
SGH,2013,1,ESGScore,C-,0.2817451143
SGH,2014,1,ESGScore,C-,0.2536478393
SGH,2015,1,ESGScore,C-,0.3151561884
SGH,2016,1,ESGScore,C,0.3451271578
SGH,2017,1,ESGScore,C-,0.3098512832
SGH,2018,1,ESGScore,C,0.3727577888
SGH,2019,1,ESGScore,C-,0.2862465132
SGH,2020,1,ESGScore,D+,0.1914845832
SGH,2021,1,ESGScore,D+,0.1949835776
SGH,2022,1,ESGScore,D+,0.2260283186
STX,2021,1,ESGScore,D,0.1343921609
STX,2022,1,ESGScore,D,0.1353000183
STX,2023,1,ESGScore,D,0.1643488327
MCM,2012,1,ESGScore,C,0.3904311289
MCM,2013,1,ESGScore,C-,0.3141706538
MCM,2014,1,ESGScore,C+,0.4222735091
MCM,2015,1,ESGScore,C,0.3651095229
MCM,2016,1,ESGScore,C,0.3553196468
MCM,2017,1,ESGScore,C,0.3756502391
MCM,2018,1,ESGScore,C,0.4155356672
MCM,2019,1,ESGScore,C,0.3594757206
MCM,2020,1,ESGScore,C-,0.3186172759
MCM,2021,1,ESGScore,C+,0.4453482724
MCM,2022,1,ESGScore,C,0.3794248101
MCM,2023,1,ESGScore,C,0.3639775771
WOW,2011,1,ESGScore,A-,0.8321169313
WOW,2012,1,ESGScore,A,0.8359369398
WOW,2013,1,ESGScore,A,0.8553658556
WOW,2014,1,ESGScore,A-,0.8116261402
WOW,2015,1,ESGScore,B+,0.7376764870
WOW,2016,1,ESGScore,B+,0.7110653083
WOW,2017,1,ESGScore,A-,0.8036739379
WOW,2018,1,ESGScore,A,0.8473346389
WOW,2019,1,ESGScore,A,0.8495329129
WOW,2020,1,ESGScore,A-,0.8283314947
WOW,2021,1,ESGScore,B+,0.7227370451
WOW,2022,1,ESGScore,A-,0.8097940652
WOW,2023,1,ESGScore,A,0.8830094709
AMP,2011,1,ESGScore,B+,0.6934953667
AMP,2012,1,ESGScore,B,0.6533169885
AMP,2013,1,ESGScore,B+,0.7216232294
AMP,2014,1,ESGScore,B+,0.7281032130
AMP,2015,1,ESGScore,B,0.6435502334
AMP,2016,1,ESGScore,B+,0.7021223829
AMP,2017,1,ESGScore,A-,0.7637883018
AMP,2018,1,ESGScore,B+,0.7325114917
AMP,2019,1,ESGScore,B+,0.7123974262
AMP,2020,1,ESGScore,B,0.6483288067
AMP,2021,1,ESGScore,B,0.6553589259
AMP,2022,1,ESGScore,A-,0.7874694808
AMP,2023,1,ESGScore,B,0.5879101418
ORI,2011,1,ESGScore,B-,0.5471154063
ORI,2012,1,ESGScore,B,0.6062700302
ORI,2013,1,ESGScore,B,0.6257149460
ORI,2014,1,ESGScore,B,0.6295238953
ORI,2015,1,ESGScore,B-,0.5617561280
ORI,2016,1,ESGScore,B-,0.5285797534
ORI,2017,1,ESGScore,B-,0.5718440473
ORI,2018,1,ESGScore,B,0.5944260471
ORI,2019,1,ESGScore,B-,0.5507717784
ORI,2020,1,ESGScore,B-,0.5411944735
ORI,2021,1,ESGScore,B-,0.5459760641
ORI,2022,1,ESGScore,B,0.6170663258
ORI,2023,1,ESGScore,B,0.5917636885
MCP,2011,1,ESGScore,D,0.1517944681
MCP,2012,1,ESGScore,D,0.1056588473
MCP,2013,1,ESGScore,D+,0.1749937810
MCP,2014,1,ESGScore,D+,0.2076442766
MCP,2015,1,ESGScore,D+,0.2226615780
MCP,2016,1,ESGScore,D+,0.1872491425
MCP,2017,1,ESGScore,D+,0.1891313341
MCP,2018,1,ESGScore,D+,0.1853558409
MCP,2019,1,ESGScore,D+,0.2083091791
MCP,2020,1,ESGScore,D+,0.1840570842
MCP,2021,1,ESGScore,D+,0.1839015049
MCP,2022,1,ESGScore,D+,0.1759247054
MCP,2023,1,ESGScore,C-,0.2523836247
ORG,2011,1,ESGScore,B,0.5905619810
ORG,2012,1,ESGScore,B,0.5905191477
ORG,2013,1,ESGScore,B,0.5938724967
ORG,2014,1,ESGScore,B,0.5861354611
ORG,2015,1,ESGScore,B,0.6111987933
ORG,2016,1,ESGScore,B,0.6331658898
ORG,2017,1,ESGScore,B,0.6359927046
ORG,2018,1,ESGScore,B,0.5880567509
ORG,2019,1,ESGScore,B,0.6132646301
ORG,2020,1,ESGScore,B,0.6227246290
ORG,2021,1,ESGScore,B,0.6623389397
ORG,2022,1,ESGScore,B,0.6207803882
ORG,2023,1,ESGScore,B,0.6087116200
WBC,2011,1,ESGScore,A-,0.8321656664
WBC,2012,1,ESGScore,A,0.8433941925
WBC,2013,1,ESGScore,A,0.8612948095
WBC,2014,1,ESGScore,A,0.8708398737
WBC,2015,1,ESGScore,A,0.8931528398
WBC,2016,1,ESGScore,A,0.9013883826
WBC,2017,1,ESGScore,A,0.8831042001
WBC,2018,1,ESGScore,A,0.8558962977
WBC,2019,1,ESGScore,A,0.8370269090
WBC,2020,1,ESGScore,A-,0.8200972801
WBC,2021,1,ESGScore,A-,0.7661321890
WBC,2022,1,ESGScore,B+,0.7259328834
WBC,2023,1,ESGScore,B+,0.7262366746
MMS,2011,1,ESGScore,D+,0.2233159701
MMS,2012,1,ESGScore,C-,0.3026841462
MMS,2013,1,ESGScore,C-,0.3032202759
MMS,2014,1,ESGScore,C,0.3570119245
MMS,2015,1,ESGScore,C,0.3537746317
MMS,2016,1,ESGScore,C,0.3881029489
MMS,2017,1,ESGScore,C,0.3994375103
MMS,2018,1,ESGScore,C,0.4004167294
MMS,2019,1,ESGScore,C+,0.4323919368
MMS,2020,1,ESGScore,C+,0.4241608022
MMS,2021,1,ESGScore,B-,0.5131194831
MMS,2022,1,ESGScore,C+,0.4939396232
MMS,2023,1,ESGScore,B-,0.5537936904
EVT,2020,1,ESGScore,C-,0.2795708416
EVT,2021,1,ESGScore,C-,0.3130270244
EVT,2022,1,ESGScore,C,0.3689551110
EVT,2023,1,ESGScore,C,0.3631714290
AWC,2011,1,ESGScore,B-,0.5180199040
AWC,2012,1,ESGScore,C,0.3787093651
AWC,2013,1,ESGScore,C,0.3444316245
AWC,2014,1,ESGScore,C,0.4104971820
AWC,2015,1,ESGScore,C-,0.3281896494
AWC,2016,1,ESGScore,C-,0.2831935035
AWC,2017,1,ESGScore,C-,0.2907594276
AWC,2018,1,ESGScore,C-,0.2980330331
AWC,2019,1,ESGScore,C-,0.2802337666
AWC,2020,1,ESGScore,C,0.3669867494
AWC,2021,1,ESGScore,C,0.4037197549
AWC,2022,1,ESGScore,C,0.4052378478
AWC,2023,1,ESGScore,C,0.4028586425
SWM,2011,1,ESGScore,D+,0.2422701933
SWM,2012,1,ESGScore,D+,0.2317603750
SWM,2013,1,ESGScore,C-,0.3128511460
SWM,2014,1,ESGScore,C-,0.3106561679
SWM,2015,1,ESGScore,C-,0.2927851719
SWM,2016,1,ESGScore,C-,0.2975745201
SWM,2017,1,ESGScore,C,0.3351868916
SWM,2018,1,ESGScore,C-,0.3009280120
SWM,2019,1,ESGScore,C,0.4066457728
SWM,2020,1,ESGScore,C,0.4045639503
SWM,2021,1,ESGScore,C,0.3950270949
SWM,2022,1,ESGScore,C+,0.4920944085
RIC,2012,1,ESGScore,C,0.3616049545
RIC,2013,1,ESGScore,C-,0.3051387685
RIC,2014,1,ESGScore,C,0.3967850163
RIC,2015,1,ESGScore,C+,0.4566593458
RIC,2016,1,ESGScore,C,0.4067595467
RIC,2017,1,ESGScore,C+,0.4186720999
RIC,2018,1,ESGScore,C+,0.4643145265
RIC,2019,1,ESGScore,C+,0.4179327655
RIC,2020,1,ESGScore,C,0.3862363131
RIC,2021,1,ESGScore,C+,0.4324601745
RIC,2022,1,ESGScore,C,0.4070237323
RIC,2023,1,ESGScore,C,0.3845417070
SGM,2011,1,ESGScore,B,0.6359207619
SGM,2012,1,ESGScore,B+,0.6806840805
SGM,2013,1,ESGScore,B+,0.6803998518
SGM,2014,1,ESGScore,B+,0.6669543165
SGM,2015,1,ESGScore,B+,0.6680875116
SGM,2016,1,ESGScore,B+,0.6879153117
SGM,2017,1,ESGScore,B,0.6382099559
SGM,2018,1,ESGScore,B,0.6425873106
SGM,2019,1,ESGScore,B+,0.7063964650
SGM,2020,1,ESGScore,A-,0.7504849728
SGM,2021,1,ESGScore,A-,0.7564690330
SGM,2022,1,ESGScore,A-,0.7703221366
SGM,2023,1,ESGScore,A-,0.8005788040
OCL,2023,1,ESGScore,D+,0.2390264804
ROC,2011,1,ESGScore,B-,0.5129481504
ROC,2012,1,ESGScore,C+,0.4511095067
ROC,2013,1,ESGScore,C+,0.4610449863
PLA,2011,1,ESGScore,D,0.1431900639
PLA,2012,1,ESGScore,D,0.1282015883
BRS,2011,1,ESGScore,C+,0.4947225725
BRS,2012,1,ESGScore,C+,0.4234801903
BRS,2013,1,ESGScore,C,0.3915295221
BRS,2014,1,ESGScore,C,0.3506659739
BRS,2015,1,ESGScore,C-,0.2754053141
WEC,2011,1,ESGScore,D,0.1558790206
WEC,2012,1,ESGScore,D+,0.2173002388
WEC,2013,1,ESGScore,D+,0.2195888722
WEC,2014,1,ESGScore,D+,0.2249880634
WEC,2015,1,ESGScore,C-,0.2761144595
WEC,2016,1,ESGScore,D,0.1630700625
WEC,2017,1,ESGScore,D,0.1485126059
WEC,2018,1,ESGScore,D+,0.2180108330
WEC,2019,1,ESGScore,D+,0.2109625508
WEC,2020,1,ESGScore,C-,0.2552661523
WEC,2021,1,ESGScore,D+,0.1866913046
WEC,2022,1,ESGScore,D+,0.1826051916
WEC,2023,1,ESGScore,D+,0.1803846144
NEA,2018,1,ESGScore,D+,0.2252163419
NEA,2019,1,ESGScore,C-,0.2852165439
NEA,2020,1,ESGScore,C-,0.3012308155
NEA,2021,1,ESGScore,C-,0.3000087526
PLS,2016,1,ESGScore,D,0.0919178400
PLS,2017,1,ESGScore,D,0.1035154347
PLS,2018,1,ESGScore,D,0.1159516311
PLS,2019,1,ESGScore,C,0.3376241957
PLS,2020,1,ESGScore,C,0.3427521405
PLS,2021,1,ESGScore,C,0.3879783972
PLS,2022,1,ESGScore,C+,0.4251162905
PLS,2023,1,ESGScore,C+,0.4506209972
DCG,2011,1,ESGScore,C-,0.2897218490
DCG,2012,1,ESGScore,C-,0.2912756332
DCG,2013,1,ESGScore,D+,0.2462683597
DCG,2014,1,ESGScore,C-,0.2653508815
DCG,2015,1,ESGScore,C-,0.2670820392
DCG,2016,1,ESGScore,C-,0.2612290379
DCG,2017,1,ESGScore,C,0.3598315319
DCG,2018,1,ESGScore,C-,0.3145223038
DCG,2019,1,ESGScore,C-,0.2749100141
DCG,2020,1,ESGScore,C-,0.3094084710
DCG,2021,1,ESGScore,C-,0.2904163877
DCG,2022,1,ESGScore,C,0.3478604776
DCG,2023,1,ESGScore,C-,0.3075702374
FAR,2014,1,ESGScore,D+,0.1820563525
FAR,2015,1,ESGScore,D+,0.2265187523
FAR,2016,1,ESGScore,D+,0.2382265204
FAR,2017,1,ESGScore,D+,0.2292554205
FAR,2018,1,ESGScore,C-,0.2859991988
FAR,2019,1,ESGScore,C-,0.3024351343
FAR,2020,1,ESGScore,D+,0.2331126482
FAR,2021,1,ESGScore,D+,0.2128522551
FAR,2022,1,ESGScore,D+,0.1830198389
FAR,2023,1,ESGScore,D+,0.1896632221
HT1,2011,1,ESGScore,C,0.4120087181
HT1,2012,1,ESGScore,C+,0.4423939949
HT1,2013,1,ESGScore,C,0.3923397853
HT1,2014,1,ESGScore,C+,0.4536668417
HT1,2015,1,ESGScore,C+,0.4421208255
HT1,2016,1,ESGScore,C,0.4133119179
HT1,2017,1,ESGScore,C+,0.4591556018
HT1,2018,1,ESGScore,C,0.3656243670
HT1,2019,1,ESGScore,C,0.3889876474
HT1,2020,1,ESGScore,C+,0.4792721766
HT1,2021,1,ESGScore,C+,0.4416780298
HT1,2022,1,ESGScore,C+,0.4803255849
HT1,2023,1,ESGScore,C+,0.4414036019
CSL,2011,1,ESGScore,B+,0.7414827543
CSL,2012,1,ESGScore,B+,0.7258146827
CSL,2013,1,ESGScore,B+,0.7138342638
CSL,2014,1,ESGScore,B+,0.7392433632
CSL,2015,1,ESGScore,A-,0.7548016095
CSL,2016,1,ESGScore,B+,0.7248001874
CSL,2017,1,ESGScore,B+,0.7414045552
CSL,2018,1,ESGScore,A-,0.7948829221
CSL,2019,1,ESGScore,A-,0.8146979287
CSL,2020,1,ESGScore,A-,0.7917590858
CSL,2021,1,ESGScore,A-,0.7776624825
CSL,2022,1,ESGScore,A-,0.7714019283
CSL,2023,1,ESGScore,A-,0.7775465749
GGG,2011,1,ESGScore,D,0.1046140296
GGG,2012,1,ESGScore,D,0.1157085130
GGG,2013,1,ESGScore,D,0.1114895389
GGG,2014,1,ESGScore,D,0.1062502144
GGG,2015,1,ESGScore,D-,0.0437231621
GGG,2016,1,ESGScore,D-,0.0759980278
GGG,2017,1,ESGScore,D,0.0923184256
GGG,2018,1,ESGScore,D,0.0844808897
GGG,2019,1,ESGScore,D,0.0940384146
GGG,2020,1,ESGScore,D-,0.0758847859
GGG,2021,1,ESGScore,D,0.0851966736
GGG,2022,1,ESGScore,D-,0.0828589677
AX1,2013,1,ESGScore,D+,0.2174214633
AX1,2014,1,ESGScore,C-,0.2881088611
AX1,2015,1,ESGScore,D+,0.2493945362
AX1,2016,1,ESGScore,C-,0.2658539221
AX1,2017,1,ESGScore,C-,0.3118115047
AX1,2018,1,ESGScore,D+,0.2455298235
AX1,2019,1,ESGScore,C-,0.3053690403
AX1,2020,1,ESGScore,C-,0.3217629171
AX1,2021,1,ESGScore,C+,0.4603766302
AX1,2022,1,ESGScore,C+,0.4530796027
AX1,2023,1,ESGScore,C+,0.4941097188
SIV,2013,1,ESGScore,D+,0.2162272049
SIV,2014,1,ESGScore,D,0.1437587650
SIV,2015,1,ESGScore,D,0.1407628804
SIV,2016,1,ESGScore,D,0.1502018994
SIV,2017,1,ESGScore,D,0.1517765373
SIV,2018,1,ESGScore,D+,0.2270418216
SIV,2019,1,ESGScore,D+,0.1863748513
SIV,2020,1,ESGScore,D,0.1247991417
SIV,2021,1,ESGScore,D,0.1498432017
SIV,2022,1,ESGScore,D+,0.1833047810
SIV,2023,1,ESGScore,D,0.1381071103
MMX,2011,1,ESGScore,C-,0.3196780496
MMX,2012,1,ESGScore,C-,0.2673557649
MMX,2013,1,ESGScore,D+,0.2200193398
GCL,2011,1,ESGScore,C-,0.3255791397
PRT,2014,1,ESGScore,C-,0.2848840578
PRT,2015,1,ESGScore,D+,0.2468675785
PRT,2016,1,ESGScore,C,0.3610564850
PRT,2017,1,ESGScore,C-,0.2810682127
PRT,2018,1,ESGScore,C-,0.2930857260
PRT,2019,1,ESGScore,C,0.3580524073
PRT,2020,1,ESGScore,C,0.3491292162
PRT,2021,1,ESGScore,C,0.3491447833
PRT,2022,1,ESGScore,C-,0.3022617491
PRT,2023,1,ESGScore,C-,0.2723635028
TOL,2011,1,ESGScore,B-,0.5403333615
TOL,2012,1,ESGScore,C+,0.4549868019
TOL,2013,1,ESGScore,B-,0.5294594554
TOL,2014,1,ESGScore,B,0.5875954362
RIO,2011,1,ESGScore,A-,0.8140241499
RIO,2012,1,ESGScore,A,0.8477552354
RIO,2013,1,ESGScore,A-,0.7924242854
RIO,2014,1,ESGScore,A-,0.8020573150
RIO,2015,1,ESGScore,A-,0.8027384947
RIO,2016,1,ESGScore,A-,0.7993436771
RIO,2017,1,ESGScore,A,0.8533280497
RIO,2018,1,ESGScore,A,0.8535200461
RIO,2019,1,ESGScore,A,0.8415148979
RIO,2020,1,ESGScore,A,0.8376448825
RIO,2021,1,ESGScore,A-,0.7891240735
RIO,2022,1,ESGScore,A-,0.7747417346
RIO,2023,1,ESGScore,B+,0.7424889958
CCL,2011,1,ESGScore,B+,0.6930569263
CCL,2012,1,ESGScore,B+,0.7033985661
CCL,2013,1,ESGScore,B+,0.6763536899
CCL,2014,1,ESGScore,B,0.6406402732
CCL,2015,1,ESGScore,B,0.6479040528
CCL,2016,1,ESGScore,B-,0.5568206239
CCL,2017,1,ESGScore,B,0.5949354167
CCL,2018,1,ESGScore,B-,0.5719499441
CCL,2019,1,ESGScore,B,0.6332828748
SYA,2021,1,ESGScore,D-,0.0380203633
SYA,2022,1,ESGScore,D-,0.0359085182
SYA,2023,1,ESGScore,D-,0.0456240755
BEN,2011,1,ESGScore,B,0.5845602311
BEN,2012,1,ESGScore,B+,0.6797232187
