ticker,year,fieldid,fieldname,value,valuescore
2880,2015,1,ESGScore,B,0.6026414518
2880,2016,1,ESGScore,B,0.6065116801
2880,2017,1,ESGScore,B-,0.5817450852
2880,2018,1,ESGScore,B,0.6086706573
2880,2019,1,ESGScore,B-,0.5706217984
2880,2020,1,ESGScore,B-,0.5299659837
2880,2021,1,ESGScore,B,0.6479148319
2880,2022,1,ESGScore,B+,0.7257181528
2880,2023,1,ESGScore,B+,0.7447575703
8299,2011,1,ESGScore,C-,0.2507440476
8299,2012,1,ESGScore,D+,0.2417673277
8299,2013,1,ESGScore,C,0.3599040132
8299,2014,1,ESGScore,C,0.3799070417
8299,2015,1,ESGScore,C,0.3647931972
8299,2016,1,ESGScore,B-,0.5003028441
8299,2017,1,ESGScore,B-,0.5733072018
8299,2018,1,ESGScore,B-,0.5097699790
8299,2019,1,ESGScore,B-,0.5304344280
8299,2020,1,ESGScore,B+,0.7424695079
8299,2021,1,ESGScore,B+,0.7412430391
8299,2022,1,ESGScore,B,0.6389690288
8299,2023,1,ESGScore,B,0.6089598755
2451,2011,1,ESGScore,D,0.1127025530
2451,2012,1,ESGScore,D+,0.2235009215
2451,2013,1,ESGScore,D+,0.1800139122
2451,2014,1,ESGScore,D,0.1321997019
2451,2015,1,ESGScore,D,0.1535283663
2451,2016,1,ESGScore,D,0.1206967326
2451,2017,1,ESGScore,D,0.1609181902
2451,2018,1,ESGScore,D,0.1501862520
2451,2019,1,ESGScore,D,0.1609809862
2451,2020,1,ESGScore,D+,0.2052371684
2451,2021,1,ESGScore,C-,0.3107407129
2451,2022,1,ESGScore,C+,0.4671727292
2451,2023,1,ESGScore,C+,0.4254856017
2353,2011,1,ESGScore,B,0.5878748492
2353,2012,1,ESGScore,B+,0.7381863302
2353,2013,1,ESGScore,B+,0.7162804974
2353,2014,1,ESGScore,B+,0.7428352206
2353,2015,1,ESGScore,B+,0.7105816585
2353,2016,1,ESGScore,B+,0.7213744760
2353,2017,1,ESGScore,B+,0.7082172668
2353,2018,1,ESGScore,B+,0.6959446721
2353,2019,1,ESGScore,B+,0.6955854780
2353,2020,1,ESGScore,B+,0.7108188739
2353,2021,1,ESGScore,B+,0.7066821105
2353,2022,1,ESGScore,A-,0.7775981415
2353,2023,1,ESGScore,A-,0.7735596703
1907,2022,1,ESGScore,B,0.6097511056
1907,2023,1,ESGScore,B-,0.5818090584
2371,2011,1,ESGScore,B,0.6184911964
2371,2012,1,ESGScore,B+,0.6829113835
2371,2013,1,ESGScore,B+,0.6923513535
2371,2014,1,ESGScore,A-,0.7776165482
2371,2015,1,ESGScore,B+,0.7262950243
2371,2016,1,ESGScore,B+,0.7223687987
2371,2017,1,ESGScore,B+,0.7237296494
2371,2018,1,ESGScore,B+,0.6798030982
2371,2019,1,ESGScore,B,0.6590988864
2371,2020,1,ESGScore,B,0.6655035921
2371,2021,1,ESGScore,B,0.6588195864
2371,2022,1,ESGScore,B+,0.7308121366
2371,2023,1,ESGScore,A-,0.7661606008
5346,2011,1,ESGScore,D,0.1502359614
5346,2022,1,ESGScore,D-,0.0769219603
2618,2011,1,ESGScore,D+,0.1701578982
2618,2012,1,ESGScore,C-,0.2712488022
2618,2013,1,ESGScore,C-,0.3233723219
2618,2014,1,ESGScore,C,0.3584506106
2618,2015,1,ESGScore,B-,0.5329067302
2618,2016,1,ESGScore,B-,0.5428514715
2618,2017,1,ESGScore,B-,0.5710926005
2618,2018,1,ESGScore,B,0.5917669322
2618,2019,1,ESGScore,B-,0.5567219269
2618,2020,1,ESGScore,B-,0.5125889516
2618,2021,1,ESGScore,B+,0.6718499585
2618,2022,1,ESGScore,B,0.6027785382
2618,2023,1,ESGScore,B,0.5877761649
2002,2011,1,ESGScore,B-,0.5228941546
2002,2012,1,ESGScore,B+,0.7345348347
2002,2013,1,ESGScore,B+,0.6841487353
2002,2014,1,ESGScore,B,0.6458573648
2002,2015,1,ESGScore,B,0.6595307366
2002,2016,1,ESGScore,B+,0.6838354271
2002,2017,1,ESGScore,B+,0.7280715448
2002,2018,1,ESGScore,B+,0.6969122164
2002,2019,1,ESGScore,B+,0.6710326257
2002,2020,1,ESGScore,B+,0.6728822726
2002,2021,1,ESGScore,A-,0.7741788322
2002,2022,1,ESGScore,A-,0.7605617839
2002,2023,1,ESGScore,A-,0.7538095473
1402,2011,1,ESGScore,C,0.3931806006
1402,2012,1,ESGScore,C,0.3866590082
1402,2013,1,ESGScore,C+,0.4785553353
1402,2014,1,ESGScore,B-,0.5050846820
1402,2015,1,ESGScore,B,0.5852420764
1402,2016,1,ESGScore,B+,0.6900451338
1402,2017,1,ESGScore,B+,0.7492298993
1402,2018,1,ESGScore,B+,0.6801200605
1402,2019,1,ESGScore,B+,0.6686593114
1402,2020,1,ESGScore,B,0.6655591501
1402,2021,1,ESGScore,B+,0.6720681811
1402,2022,1,ESGScore,B+,0.7054809062
1402,2023,1,ESGScore,B+,0.7088895787
2345,2018,1,ESGScore,C,0.3371508578
2345,2019,1,ESGScore,C,0.3640013868
2345,2020,1,ESGScore,C,0.3483456085
2345,2021,1,ESGScore,C+,0.4201191996
2345,2022,1,ESGScore,B+,0.7118791755
2345,2023,1,ESGScore,B+,0.6790139827
6239,2011,1,ESGScore,C-,0.2754393633
6239,2012,1,ESGScore,B-,0.5146785269
6239,2013,1,ESGScore,B-,0.5055947274
6239,2014,1,ESGScore,B-,0.5025628813
6239,2015,1,ESGScore,B,0.6088440405
6239,2016,1,ESGScore,B,0.6373989527
6239,2017,1,ESGScore,B+,0.6681064773
6239,2018,1,ESGScore,A-,0.7678116663
6239,2019,1,ESGScore,A-,0.7832857380
6239,2020,1,ESGScore,A-,0.7614069006
6239,2021,1,ESGScore,A-,0.7641367960
6239,2022,1,ESGScore,B,0.6438868719
6239,2023,1,ESGScore,B,0.6316572145
1802,2011,1,ESGScore,D+,0.2026032954
1802,2012,1,ESGScore,C-,0.2519161634
1802,2013,1,ESGScore,D+,0.2240674357
1802,2014,1,ESGScore,B-,0.5624307275
1802,2015,1,ESGScore,B,0.6240018296
1802,2016,1,ESGScore,B,0.6395752466
1802,2017,1,ESGScore,B,0.6235011548
1802,2018,1,ESGScore,B,0.6582792958
1802,2019,1,ESGScore,B+,0.6838086550
1802,2020,1,ESGScore,B,0.6588701226
1802,2021,1,ESGScore,A-,0.7545086911
1802,2022,1,ESGScore,A-,0.8017943435
1802,2023,1,ESGScore,A-,0.7956606455
2377,2016,1,ESGScore,C+,0.4809643658
2377,2017,1,ESGScore,B-,0.5364697207
2377,2018,1,ESGScore,B-,0.5172934815
2377,2019,1,ESGScore,B-,0.5319830359
2377,2020,1,ESGScore,B,0.5971789056
2377,2021,1,ESGScore,B,0.6464669276
2377,2022,1,ESGScore,B,0.5935338607
2377,2023,1,ESGScore,B,0.5836724390
5347,2011,1,ESGScore,C,0.3659388665
5347,2012,1,ESGScore,C,0.3978682606
5347,2013,1,ESGScore,C,0.3917666525
5347,2014,1,ESGScore,C+,0.4891054200
5347,2015,1,ESGScore,B,0.6503006450
5347,2016,1,ESGScore,B,0.6588223756
5347,2017,1,ESGScore,B+,0.6979848570
5347,2018,1,ESGScore,B+,0.6877879591
5347,2019,1,ESGScore,A-,0.7593093045
5347,2020,1,ESGScore,A-,0.7632640177
5347,2021,1,ESGScore,B+,0.7258649267
5347,2022,1,ESGScore,B+,0.7340898338
5347,2023,1,ESGScore,B+,0.7064186185
2384,2011,1,ESGScore,C,0.3419634598
2384,2012,1,ESGScore,C,0.3698591565
2384,2013,1,ESGScore,C,0.3940905835
6121,2011,1,ESGScore,D+,0.1712823738
6121,2012,1,ESGScore,D,0.1175784665
6121,2013,1,ESGScore,D,0.0963526630
6121,2014,1,ESGScore,D,0.1597981156
6121,2015,1,ESGScore,D+,0.2052521523
6121,2016,1,ESGScore,D+,0.2326068984
6121,2017,1,ESGScore,C-,0.3084268280
6121,2018,1,ESGScore,C+,0.4776972450
6121,2019,1,ESGScore,C+,0.4302151221
6121,2020,1,ESGScore,C+,0.4913167858
6121,2021,1,ESGScore,B+,0.7087585142
6121,2022,1,ESGScore,B+,0.6676644605
6121,2023,1,ESGScore,B,0.6606835465
6176,2011,1,ESGScore,D+,0.1905018473
6176,2012,1,ESGScore,D,0.1620937870
6176,2013,1,ESGScore,D,0.1258121394
6176,2014,1,ESGScore,C-,0.2762173153
6176,2015,1,ESGScore,D+,0.2195055668
6176,2016,1,ESGScore,D+,0.1987814003
6176,2017,1,ESGScore,D+,0.2207158780
6176,2018,1,ESGScore,C-,0.3283492731
6176,2019,1,ESGScore,C,0.3362986851
6176,2020,1,ESGScore,B,0.6438460573
6176,2021,1,ESGScore,B+,0.6918565513
6176,2022,1,ESGScore,B,0.6607664791
6176,2023,1,ESGScore,B,0.6317051177
8069,2011,1,ESGScore,D+,0.2075756515
8069,2012,1,ESGScore,D+,0.2295293591
8069,2013,1,ESGScore,D+,0.2097213977
8069,2014,1,ESGScore,D+,0.1761458267
8069,2015,1,ESGScore,B,0.6590934386
8069,2016,1,ESGScore,B+,0.6984653102
8069,2017,1,ESGScore,B+,0.7243483014
8069,2018,1,ESGScore,A-,0.7896358471
8069,2019,1,ESGScore,A-,0.7566367975
8069,2020,1,ESGScore,B+,0.7452429458
8069,2021,1,ESGScore,B+,0.7145364045
8069,2022,1,ESGScore,B+,0.7000035869
8069,2023,1,ESGScore,B+,0.6759988975
2395,2011,1,ESGScore,C,0.3350665961
2395,2012,1,ESGScore,C,0.3840443940
2395,2013,1,ESGScore,C,0.3480834903
2395,2014,1,ESGScore,C,0.3489396821
2395,2015,1,ESGScore,C-,0.3172377617
2395,2016,1,ESGScore,C+,0.4328534979
2395,2017,1,ESGScore,C+,0.4711266556
2395,2018,1,ESGScore,B-,0.5063009614
2395,2019,1,ESGScore,B-,0.5141373537
2395,2020,1,ESGScore,B,0.5850428575
2395,2021,1,ESGScore,B,0.6038257402
2395,2022,1,ESGScore,A,0.8554060170
2395,2023,1,ESGScore,A,0.8437108653
2475,2011,1,ESGScore,B,0.6163618470
2475,2012,1,ESGScore,B,0.6271046483
2475,2013,1,ESGScore,B,0.6658378771
2475,2014,1,ESGScore,B+,0.7020494477
2475,2015,1,ESGScore,B,0.6517468081
2475,2016,1,ESGScore,B,0.6515159643
2475,2017,1,ESGScore,B,0.5977838829
2475,2018,1,ESGScore,B-,0.5589248409
1434,2011,1,ESGScore,D,0.1280969081
1434,2012,1,ESGScore,C+,0.4543129237
1434,2013,1,ESGScore,C,0.3925704663
1434,2014,1,ESGScore,C+,0.4768288727
1434,2015,1,ESGScore,C+,0.4692988678
1434,2016,1,ESGScore,B,0.5994317499
1434,2017,1,ESGScore,B,0.6003871065
1434,2018,1,ESGScore,B,0.6342611431
1434,2019,1,ESGScore,B+,0.7098996578
1434,2020,1,ESGScore,B+,0.7031793208
1434,2021,1,ESGScore,B,0.6168331346
1434,2022,1,ESGScore,B,0.6522108961
1434,2023,1,ESGScore,B,0.6469262219
SIMO,2019,1,ESGScore,C,0.3589383660
SIMO,2020,1,ESGScore,C,0.3360735220
SIMO,2021,1,ESGScore,C,0.3716611667
SIMO,2022,1,ESGScore,C,0.3565530526
SIMO,2023,1,ESGScore,C-,0.3310062428
3376,2019,1,ESGScore,D,0.1289972302
3376,2020,1,ESGScore,C-,0.2840261580
3376,2021,1,ESGScore,C-,0.2998222679
3376,2022,1,ESGScore,B-,0.5637482780
3376,2023,1,ESGScore,B-,0.5246186214
2542,2011,1,ESGScore,D,0.1393344405
2542,2012,1,ESGScore,D,0.1100464667
2542,2013,1,ESGScore,D,0.0994213833
2542,2014,1,ESGScore,D-,0.0473995011
2542,2015,1,ESGScore,D-,0.0387252997
2542,2016,1,ESGScore,C,0.3595768597
2542,2017,1,ESGScore,C,0.3594981375
2542,2018,1,ESGScore,C-,0.3008408186
2542,2019,1,ESGScore,C-,0.3201606934
2542,2020,1,ESGScore,C+,0.4741457341
2542,2021,1,ESGScore,B-,0.5181400355
2542,2022,1,ESGScore,B-,0.5680605553
2542,2023,1,ESGScore,B-,0.5531174508
6214,2021,1,ESGScore,B,0.6118676439
6214,2022,1,ESGScore,B-,0.5451214565
6214,2023,1,ESGScore,B-,0.5062594940
6282,2021,1,ESGScore,B-,0.5207029814
6282,2022,1,ESGScore,B-,0.5198908312
6282,2023,1,ESGScore,B-,0.5045776364
6285,2021,1,ESGScore,B+,0.7218545635
6285,2022,1,ESGScore,A-,0.7586694113
6285,2023,1,ESGScore,B+,0.7352196046
3227,2011,1,ESGScore,C-,0.2934683138
3227,2012,1,ESGScore,C,0.3455041786
3227,2013,1,ESGScore,C-,0.2865162587
3227,2014,1,ESGScore,C-,0.2751776766
3227,2015,1,ESGScore,D+,0.1803289597
3227,2016,1,ESGScore,D+,0.2148854554
3227,2017,1,ESGScore,C-,0.2684972552
3227,2018,1,ESGScore,C-,0.3300333711
3227,2019,1,ESGScore,C-,0.3231884054
3227,2020,1,ESGScore,C-,0.3143119652
3227,2021,1,ESGScore,C,0.3796847017
3227,2022,1,ESGScore,B-,0.5613103891
3227,2023,1,ESGScore,B-,0.5402028279
3231,2011,1,ESGScore,B,0.6019534154
3231,2012,1,ESGScore,B+,0.6710419131
3231,2013,1,ESGScore,B+,0.6763629406
3231,2014,1,ESGScore,B,0.6530917243
3231,2015,1,ESGScore,B,0.6602361757
3231,2016,1,ESGScore,B+,0.7264842403
3231,2017,1,ESGScore,B+,0.7307811140
3231,2018,1,ESGScore,A-,0.7524781739
3231,2019,1,ESGScore,B+,0.7437109178
3231,2020,1,ESGScore,B+,0.7430719885
3231,2021,1,ESGScore,A-,0.8060436249
3231,2022,1,ESGScore,A-,0.8001717043
3231,2023,1,ESGScore,A-,0.7854973176
9914,2014,1,ESGScore,D-,0.0418060526
9914,2015,1,ESGScore,D-,0.0346870965
9914,2016,1,ESGScore,D-,0.0383287325
9914,2017,1,ESGScore,D-,0.0231432370
9914,2018,1,ESGScore,D-,0.0648472537
9914,2019,1,ESGScore,C-,0.2567850252
9914,2020,1,ESGScore,D+,0.2453698645
9914,2021,1,ESGScore,D+,0.1904954197
9914,2022,1,ESGScore,C,0.3456190243
9914,2023,1,ESGScore,C,0.3560217777
5483,2011,1,ESGScore,C-,0.3181013008
5483,2012,1,ESGScore,C-,0.3262492056
5483,2013,1,ESGScore,C-,0.3203707539
5483,2014,1,ESGScore,C,0.3772235389
5483,2015,1,ESGScore,C+,0.4871678713
5483,2016,1,ESGScore,B-,0.5275442259
5483,2017,1,ESGScore,B,0.6455531508
5483,2018,1,ESGScore,B+,0.6939903488
5483,2019,1,ESGScore,B+,0.6808735943
5483,2020,1,ESGScore,B+,0.7209961072
5483,2021,1,ESGScore,B+,0.7172338598
5483,2022,1,ESGScore,B,0.6394781123
5483,2023,1,ESGScore,B,0.6090841607
3023,2018,1,ESGScore,B,0.6039637344
3023,2019,1,ESGScore,B,0.6112253098
3023,2020,1,ESGScore,B+,0.6744019680
3023,2021,1,ESGScore,B,0.5925953326
3023,2022,1,ESGScore,A-,0.7802462775
3023,2023,1,ESGScore,A-,0.7949420722
5388,2020,1,ESGScore,B,0.6000006999
5388,2021,1,ESGScore,B+,0.7245049901
5388,2022,1,ESGScore,B+,0.6814481108
5388,2023,1,ESGScore,B+,0.6717879071
2892,2011,1,ESGScore,C-,0.2941745686
2892,2012,1,ESGScore,C,0.3845708432
2892,2013,1,ESGScore,C,0.3747083800
2892,2014,1,ESGScore,C+,0.4593079448
2892,2015,1,ESGScore,B-,0.5442505286
2892,2016,1,ESGScore,B,0.6503015666
2892,2017,1,ESGScore,B+,0.7448737745
2892,2018,1,ESGScore,B+,0.7073760974
2892,2019,1,ESGScore,A,0.8424448382
2892,2020,1,ESGScore,A,0.8372143478
2892,2021,1,ESGScore,A-,0.7900570115
2892,2022,1,ESGScore,A-,0.8267988980
2892,2023,1,ESGScore,A,0.8480420441
3044,2011,1,ESGScore,C-,0.2531285835
3044,2012,1,ESGScore,C-,0.2853331974
3044,2013,1,ESGScore,D+,0.2374039722
3044,2014,1,ESGScore,D+,0.2398317638
3044,2015,1,ESGScore,C-,0.3285341084
3044,2016,1,ESGScore,C,0.4110052955
3044,2017,1,ESGScore,C,0.3897294446
3044,2018,1,ESGScore,C+,0.4805914701
3044,2019,1,ESGScore,B-,0.5027827877
3044,2020,1,ESGScore,B-,0.5827339202
3044,2021,1,ESGScore,B-,0.5689800856
3044,2022,1,ESGScore,B,0.6083359793
3044,2023,1,ESGScore,B-,0.5758867951
LH,2017,1,ESGScore,C-,0.2667447976
LH,2018,1,ESGScore,C-,0.2943084767
LH,2019,1,ESGScore,C,0.3933825448
LH,2020,1,ESGScore,C+,0.4300132214
LH,2021,1,ESGScore,C,0.3897315804
LH,2022,1,ESGScore,B-,0.5364426522
LH,2023,1,ESGScore,B,0.6335234644
INTUCH,2018,1,ESGScore,C+,0.4856244380
INTUCH,2019,1,ESGScore,C+,0.4648509371
INTUCH,2020,1,ESGScore,C+,0.4437018710
INTUCH,2021,1,ESGScore,C+,0.4419138093
INTUCH,2022,1,ESGScore,C,0.4111703694
INTUCH,2023,1,ESGScore,C+,0.4468922968
THANI,2019,1,ESGScore,C,0.3638996789
THANI,2020,1,ESGScore,C+,0.4815817031
THANI,2021,1,ESGScore,B-,0.5263703377
THANI,2022,1,ESGScore,B-,0.5080592438
THANI,2023,1,ESGScore,B-,0.5684452988
KTB,2011,1,ESGScore,C-,0.2744134556
KTB,2012,1,ESGScore,C-,0.3255592559
KTB,2013,1,ESGScore,C+,0.4321966389
KTB,2014,1,ESGScore,B-,0.5163376651
KTB,2015,1,ESGScore,B-,0.5742626831
KTB,2016,1,ESGScore,B-,0.5766186878
KTB,2017,1,ESGScore,B,0.5849195616
KTB,2018,1,ESGScore,B-,0.5534365557
KTB,2019,1,ESGScore,B,0.6126039140
KTB,2020,1,ESGScore,B,0.6530589601
KTB,2021,1,ESGScore,B+,0.7022912414
KTB,2022,1,ESGScore,B,0.6229829869
BTS,2013,1,ESGScore,D,0.1514676502
BTS,2014,1,ESGScore,C,0.3976929447
BTS,2015,1,ESGScore,C,0.3522800618
BTS,2016,1,ESGScore,B-,0.5053467595
BTS,2017,1,ESGScore,B,0.5943593492
BTS,2018,1,ESGScore,B,0.6176798049
BTS,2019,1,ESGScore,A-,0.7705816787
BTS,2020,1,ESGScore,A-,0.7902612922
BTS,2021,1,ESGScore,A-,0.7737697015
BTS,2022,1,ESGScore,A-,0.8025574016
BTS,2023,1,ESGScore,A-,0.7867474186
ADVANC,2011,1,ESGScore,C,0.3537699467
ADVANC,2012,1,ESGScore,C+,0.4671096402
ADVANC,2013,1,ESGScore,B-,0.5010924909
ADVANC,2014,1,ESGScore,B,0.6013235185
ADVANC,2015,1,ESGScore,B+,0.6811189136
ADVANC,2016,1,ESGScore,B,0.6275014074
ADVANC,2017,1,ESGScore,B,0.6459596240
ADVANC,2018,1,ESGScore,B+,0.7267412388
ADVANC,2019,1,ESGScore,B+,0.6975110284
ADVANC,2020,1,ESGScore,B+,0.7088067806
ADVANC,2021,1,ESGScore,B+,0.7148357084
ADVANC,2022,1,ESGScore,B+,0.7476821859
ADVANC,2023,1,ESGScore,B+,0.7266705690
BDMS,2012,1,ESGScore,D-,0.0775698506
BDMS,2013,1,ESGScore,D+,0.2014530224
BDMS,2014,1,ESGScore,C-,0.2664020474
BDMS,2015,1,ESGScore,C+,0.4201327072
BDMS,2016,1,ESGScore,C,0.3810179928
BDMS,2017,1,ESGScore,C+,0.4489350855
BDMS,2018,1,ESGScore,C+,0.4772910066
BDMS,2019,1,ESGScore,B,0.6358240381
BDMS,2020,1,ESGScore,B-,0.5740154029
BDMS,2021,1,ESGScore,B,0.5853038466
BDMS,2022,1,ESGScore,B,0.5890841640
BDMS,2023,1,ESGScore,B,0.6569721802
SCGP,2020,1,ESGScore,B,0.6448380345
SCGP,2021,1,ESGScore,B,0.6637664074
SCGP,2022,1,ESGScore,B+,0.6803810084
SCGP,2023,1,ESGScore,A-,0.7691617746
RCL,2020,1,ESGScore,D+,0.2445210432
RCL,2021,1,ESGScore,D+,0.2290654936
RCL,2022,1,ESGScore,D+,0.2180043789
RCL,2023,1,ESGScore,D,0.1663433967
BCH,2019,1,ESGScore,D+,0.1762099787
BCH,2020,1,ESGScore,D,0.1261750215
BCH,2021,1,ESGScore,C-,0.2655797351
BCH,2022,1,ESGScore,B-,0.5321725895
BCH,2023,1,ESGScore,B-,0.5116112030
BANPU,2011,1,ESGScore,B+,0.7135166904
BANPU,2012,1,ESGScore,B+,0.7198255406
BANPU,2013,1,ESGScore,B+,0.7405680717
BANPU,2014,1,ESGScore,B+,0.7303732623
BANPU,2015,1,ESGScore,B+,0.7134641859
BANPU,2016,1,ESGScore,B,0.6549335626
BANPU,2017,1,ESGScore,A-,0.7538032353
BANPU,2018,1,ESGScore,A-,0.8052223635
BANPU,2019,1,ESGScore,A,0.8847225257
BANPU,2020,1,ESGScore,A-,0.8316484478
BANPU,2021,1,ESGScore,A,0.8617576230
BANPU,2022,1,ESGScore,A,0.8496872464
BANPU,2023,1,ESGScore,A,0.8402425086
TRUE,2013,1,ESGScore,C-,0.3140940882
TRUE,2014,1,ESGScore,C-,0.3152289784
TRUE,2015,1,ESGScore,B-,0.5477527175
TRUE,2016,1,ESGScore,B,0.6419772200
TRUE,2017,1,ESGScore,B+,0.7094799393
TRUE,2018,1,ESGScore,B+,0.6957837980
TRUE,2019,1,ESGScore,A-,0.7790383481
TRUE,2020,1,ESGScore,A-,0.7851700072
TRUE,2021,1,ESGScore,A-,0.7993394182
STEC,2019,1,ESGScore,C,0.3443484526
STEC,2020,1,ESGScore,C-,0.3174658102
STEC,2021,1,ESGScore,C-,0.3302637751
STEC,2022,1,ESGScore,C,0.4095286444
STEC,2023,1,ESGScore,B-,0.5642794295
HTC,2020,1,ESGScore,B-,0.5247418874
HTC,2021,1,ESGScore,C+,0.4738900086
HTC,2022,1,ESGScore,C+,0.4880010649
HTC,2023,1,ESGScore,C+,0.4730317984
KCE,2016,1,ESGScore,B-,0.5672390951
KCE,2017,1,ESGScore,B-,0.5776753993
KCE,2018,1,ESGScore,B-,0.5024642865
KCE,2019,1,ESGScore,B-,0.5608706789
KCE,2020,1,ESGScore,B-,0.5649213416
KCE,2021,1,ESGScore,B-,0.5747602789
KCE,2022,1,ESGScore,B,0.6120986372
KCE,2023,1,ESGScore,B,0.6132103162
SNP,2021,1,ESGScore,B-,0.5497280675
SNP,2022,1,ESGScore,B,0.6320527476
SNP,2023,1,ESGScore,B-,0.5611194803
SCC,2011,1,ESGScore,B+,0.6761511279
SCC,2012,1,ESGScore,B+,0.7198333651
SCC,2013,1,ESGScore,B+,0.6855846490
SCC,2014,1,ESGScore,B+,0.7091966683
SCC,2015,1,ESGScore,B+,0.7382382813
SCC,2016,1,ESGScore,B+,0.7384572765
SCC,2017,1,ESGScore,A-,0.7674556863
SCC,2018,1,ESGScore,A-,0.7591567121
SCC,2019,1,ESGScore,A,0.8373220421
SCC,2020,1,ESGScore,A,0.9005765490
SCC,2021,1,ESGScore,A,0.8816432226
SCC,2022,1,ESGScore,A,0.8629686832
SCC,2023,1,ESGScore,A,0.8482553817
BJC,2016,1,ESGScore,D+,0.1763544973
BJC,2017,1,ESGScore,C,0.3807827628
BJC,2018,1,ESGScore,C,0.3748360167
BJC,2019,1,ESGScore,B-,0.5154893869
BJC,2020,1,ESGScore,B-,0.5605263936
BJC,2021,1,ESGScore,B+,0.6811864648
BJC,2022,1,ESGScore,B,0.6553703133
BJC,2023,1,ESGScore,B+,0.6830488612
CSC,2020,1,ESGScore,C-,0.3276745318
CSC,2021,1,ESGScore,C-,0.2917999589
CSC,2022,1,ESGScore,C-,0.2890461689
CSC,2023,1,ESGScore,C-,0.3240733569
SYNTEC,2020,1,ESGScore,C,0.3933344125
SYNTEC,2021,1,ESGScore,C,0.4012842137
SYNTEC,2022,1,ESGScore,C,0.3357595989
JAS,2019,1,ESGScore,D+,0.2440792789
JAS,2020,1,ESGScore,D+,0.2125360470
JAS,2021,1,ESGScore,C-,0.2752798097
JAS,2022,1,ESGScore,C,0.3721461480
JAS,2023,1,ESGScore,C-,0.2705858685
CFRESH,2021,1,ESGScore,B+,0.6896979750
CFRESH,2022,1,ESGScore,B+,0.6804590727
CFRESH,2023,1,ESGScore,B,0.6419297358
IRPC,2011,1,ESGScore,C+,0.4508392558
IRPC,2012,1,ESGScore,C+,0.4311941194
IRPC,2013,1,ESGScore,C+,0.4298178901
IRPC,2014,1,ESGScore,B-,0.5285742635
IRPC,2015,1,ESGScore,B,0.5973952439
IRPC,2016,1,ESGScore,B,0.6608619496
IRPC,2017,1,ESGScore,B+,0.6808465032
IRPC,2018,1,ESGScore,B+,0.6837213660
IRPC,2019,1,ESGScore,A-,0.8332331254
IRPC,2020,1,ESGScore,A-,0.7789642157
IRPC,2021,1,ESGScore,A-,0.8007667136
IRPC,2022,1,ESGScore,A-,0.7620260589
IRPC,2023,1,ESGScore,A-,0.8109272156
EGCO,2015,1,ESGScore,C,0.3797845856
EGCO,2016,1,ESGScore,C+,0.4965713204
EGCO,2017,1,ESGScore,B-,0.5579600227
EGCO,2018,1,ESGScore,B,0.6340675336
EGCO,2019,1,ESGScore,B,0.6267068089
EGCO,2020,1,ESGScore,A-,0.7500367109
EGCO,2021,1,ESGScore,B,0.6233092067
EGCO,2022,1,ESGScore,B,0.6642566408
EGCO,2023,1,ESGScore,B+,0.6757981005
IRC,2020,1,ESGScore,C-,0.2891105712
IRC,2021,1,ESGScore,C+,0.4614289110
IRC,2022,1,ESGScore,C+,0.4690445796
IRC,2023,1,ESGScore,C+,0.4707457154
BCP,2019,1,ESGScore,B+,0.7489848757
BCP,2020,1,ESGScore,B+,0.7135580399
BCP,2021,1,ESGScore,A-,0.8321466200
BCP,2022,1,ESGScore,A-,0.8075812276
BCP,2023,1,ESGScore,A-,0.8322154359
TU,2014,1,ESGScore,B,0.5945427004
TU,2015,1,ESGScore,B,0.6310082395
TU,2016,1,ESGScore,B+,0.6863461891
TU,2017,1,ESGScore,B+,0.6959075335
TU,2018,1,ESGScore,B+,0.7015985780
TU,2019,1,ESGScore,B+,0.6913666042
TU,2020,1,ESGScore,B+,0.7017782050
TU,2021,1,ESGScore,B,0.6666349929
TU,2022,1,ESGScore,B,0.6472640323
TU,2023,1,ESGScore,B,0.6190545735
CPN,2012,1,ESGScore,B,0.6428327695
CPN,2013,1,ESGScore,B,0.6229289274
CPN,2014,1,ESGScore,B,0.6275598267
CPN,2015,1,ESGScore,B+,0.7308520560
CPN,2016,1,ESGScore,B+,0.7375657350
CPN,2017,1,ESGScore,A-,0.7934185611
CPN,2018,1,ESGScore,A-,0.7967462197
CPN,2019,1,ESGScore,A-,0.7914779265
CPN,2020,1,ESGScore,A-,0.8025837447
CPN,2021,1,ESGScore,B+,0.7052833802
CPN,2022,1,ESGScore,B+,0.7380958756
CPN,2023,1,ESGScore,A-,0.7910152887
ILINK,2021,1,ESGScore,C+,0.4324655981
ILINK,2022,1,ESGScore,C+,0.4211430047
ILINK,2023,1,ESGScore,B-,0.5327181546
CK,2019,1,ESGScore,C,0.3850315339
CK,2020,1,ESGScore,C+,0.4288985901
CK,2021,1,ESGScore,C+,0.4370787509
CK,2022,1,ESGScore,C+,0.4375135767
CK,2023,1,ESGScore,C+,0.4186535970
DELTA,2014,1,ESGScore,C+,0.4174524322
DELTA,2015,1,ESGScore,B+,0.6849127997
DELTA,2016,1,ESGScore,B+,0.6845162792
DELTA,2017,1,ESGScore,A-,0.7710456479
DELTA,2018,1,ESGScore,A,0.8580036791
DELTA,2019,1,ESGScore,A,0.8390349639
DELTA,2020,1,ESGScore,A+,0.9187764361
DELTA,2021,1,ESGScore,A,0.9050346172
